web-scraper-order,web-scraper-start-url,V1_type_chaussures,V2_prix,V3_adresse,V4_image_lien-src,Pagination,Pagination-href
"1751545805-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357775_uploaded_image1_1593291884.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357762_uploaded_image1_1593291721.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","27 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357754_uploaded_image1_1593291626.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Force One","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357731_uploaded_image1_1593291165.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","30 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357722_uploaded_image1_1593291050.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Basket Adidas","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357715_uploaded_image1_1593290933.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","17 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357709_uploaded_image1_1593290858.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357573_uploaded_image1_1593286971.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Vans","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357564_uploaded_image1_1593286835.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357562_uploaded_image1_1593286808.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Mc Queen","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357547_uploaded_image1_1593286570.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357544_uploaded_image1_1593286530.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357541_uploaded_image1_1593286485.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357539_uploaded_image1_1593286445.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Mc queen","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357538_uploaded_image1_1593286406.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357536_uploaded_image1_1593286360.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357534_uploaded_image1_1593286315.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357471_uploaded_image1_1593285151.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins daim","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357465_uploaded_image1_1593285039.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357320_uploaded_image1_1593282228.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357317_uploaded_image1_1593282191.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Plastic","2 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_2357288_uploaded_image1_1593281693.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357028_uploaded_image1_1593277607.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Reebok","12 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2356935_uploaded_image1_1593275609.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Jordan Retro 13","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356856_uploaded_image1_1593274369.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Rétro 4 Jordan","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356833_uploaded_image1_1593273907.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Basket Nike Air Jordan 4 Retro","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356829_uploaded_image1_1593273834.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan One","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356824_uploaded_image1_1593273698.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356499_uploaded_image1_1593269807.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales Nike","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2356492_uploaded_image1_1593269736.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Tapettes homme","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2356168_uploaded_image1_1593265958.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355595_uploaded_image1_1593258932.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas Yeezy","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355590_uploaded_image1_1593258891.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355584_uploaded_image1_1593258836.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Asics","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355582_uploaded_image1_1593258806.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355576_uploaded_image1_1593258752.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355571_uploaded_image1_1593258719.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355565_uploaded_image1_1593258668.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355560_uploaded_image1_1593258627.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas Yeezy","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355556_uploaded_image1_1593258590.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355549_uploaded_image1_1593258539.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Dior","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355540_uploaded_image1_1593258480.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355537_uploaded_image1_1593258438.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355529_uploaded_image1_1593258403.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355524_uploaded_image1_1593258365.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355520_uploaded_image1_1593258324.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355514_uploaded_image1_1593258279.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike 730","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355511_uploaded_image1_1593258242.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355506_uploaded_image1_1593258208.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355505_uploaded_image1_1593258167.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355501_uploaded_image1_1593258125.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355497_uploaded_image1_1593258085.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355492_uploaded_image1_1593258006.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355487_uploaded_image1_1593257956.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355485_uploaded_image1_1593257921.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355481_uploaded_image1_1593257880.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355023_uploaded_image1_1593252447.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2355016_uploaded_image1_1593252411.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354990_uploaded_image1_1593252044.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354988_uploaded_image1_1593252002.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All Star","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354936_uploaded_image1_1593251096.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354935_uploaded_image1_1593251063.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354934_uploaded_image1_1593251029.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354931_uploaded_image1_1593250998.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354921_uploaded_image1_1593250759.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures de ville","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354919_uploaded_image1_1593250715.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Sandales","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2354906_uploaded_image1_1593250444.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All Star Converse","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353603_uploaded_image1_1593216121.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan Rétro 4","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353599_uploaded_image1_1593216032.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353571_uploaded_image1_1593215519.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353569_uploaded_image1_1593215480.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353567_uploaded_image1_1593215442.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2353557_uploaded_image1_1593215306.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353550_uploaded_image2_1593215208.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan 6 Jeans","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353511_uploaded_image1_1593214573.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Yeezy 500 pour femme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353493_uploaded_image1_1593214310.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Air force One Nike","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353479_uploaded_image1_1593214193.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353151_uploaded_image1_1593208271.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas Topanga","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353150_uploaded_image1_1593208241.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Puma","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353147_uploaded_image1_1593208209.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike zoom","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353144_uploaded_image1_1593208178.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353140_uploaded_image1_1593208143.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Wallabies","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353137_uploaded_image1_1593208111.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545805-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2353135_uploaded_image1_1593208080.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=118"
"1751545808-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Gucci","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2365291_uploaded_image1_1593433840.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Babouches homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2365144_uploaded_image1_1593432687.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2365044_uploaded_image1_1593431985.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364592_uploaded_image1_1593427700.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Sébago","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364543_uploaded_image1_1593427372.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364532_uploaded_image1_1593427290.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Wallabies","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2364527_uploaded_image1_1593427244.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363945_uploaded_image1_1593420415.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363934_uploaded_image1_1593420350.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Lebron 17","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363222_uploaded_image2_1593409435.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures rasées","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2363044_uploaded_image1_1593392891.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
"1751545808-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures à talon rasé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2363039_uploaded_image1_1593392838.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=117"
