web-scraper-order,web-scraper-start-url,V1_type_chaussures,V2_prix,V3_adresse,V4_image_lien-src,Pagination,Pagination-href
"1751545839-440","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Nike AF","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2419216_uploaded_image1_1594309446.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-441","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2419204_uploaded_image1_1594309352.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-442","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","13 000CFA","Thiaroye Gare, Dakar, Sénégal","https://images.coinafrique.com/thumb_2417730_uploaded_image1_1594290943.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-443","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","13 000CFA","Thiaroye Gare, Dakar, Sénégal","https://images.coinafrique.com/thumb_2417714_uploaded_image1_1594290831.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-444","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2417189_uploaded_image1_1594284778.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-445","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales Fendi","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2416693_uploaded_image1_1594274892.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-446","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2416425_uploaded_image1_1594259767.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-447","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","4 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2416420_uploaded_image1_1594259557.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-448","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2415855_uploaded_image1_1594246775.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-449","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures  Air Dior","20 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2415020_uploaded_image1_1594235024.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-450","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Mocassins homme","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2414983_uploaded_image1_1594234694.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-451","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Babouches marocaines","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2414961_uploaded_image1_1594234380.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-452","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Nike Air Zoom","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2413836_uploaded_image2_1594220966.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-453","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Crampons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2413603_uploaded_image1_1594218439.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-454","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2413591_uploaded_image1_1594218340.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-455","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2413374_uploaded_image1_1594216339.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-456","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures hommes","4 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2412999_uploaded_image1_1594213006.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-457","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2412414_uploaded_image1_1594206804.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-458","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2412111_uploaded_image2_1594203323.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-459","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2411133_uploaded_image1_1594193574.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-460","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2411122_uploaded_image1_1594193496.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-461","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2411118_uploaded_image1_1594193458.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-462","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Walabees","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2410627_uploaded_image1_1594171427.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-463","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2410086_uploaded_image1_1594162733.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-464","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2410054_uploaded_image1_1594162481.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-465","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Babouches homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2410044_uploaded_image1_1594162399.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-466","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2410035_uploaded_image1_1594162318.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-467","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Nike","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2408789_uploaded_image1_1594145984.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-468","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales Jordan","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2408786_uploaded_image1_1594145954.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-469","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures en Cuir","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2408130_uploaded_image1_1594138220.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-470","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407925_uploaded_image2_1594136244.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-471","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407919_uploaded_image1_1594136173.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-472","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets homme","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407907_uploaded_image1_1594136031.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-473","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures mixtes","15 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407502_uploaded_image1_1594131758.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-474","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussure homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2407406_uploaded_image2_1594131017.jpeg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-475","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Espadrilles","2 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407155_uploaded_image1_1594128347.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-476","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2406878_uploaded_image1_1594125454.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-477","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2406847_uploaded_image1_1594125168.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-478","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2406707_uploaded_image1_1594123519.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-479","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales homme","6 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2405943_uploaded_image1_1594116120.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-480","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","6 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2405877_uploaded_image1_1594115524.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-481","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Adidas Pharell","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405581_uploaded_image1_1594111769.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-482","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Nike AF 1","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405573_uploaded_image1_1594111689.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-483","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Nike Air 200","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2405564_uploaded_image1_1594111628.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-484","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404896_uploaded_image1_1594099527.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-485","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Babouches homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404532_uploaded_image1_1594082221.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-486","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Puma","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404301_uploaded_image1_1594078880.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-487","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Hommes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404289_uploaded_image1_1594078788.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-488","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404279_uploaded_image1_1594078656.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-489","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404255_uploaded_image1_1594078407.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-490","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2404252_uploaded_image1_1594078317.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-491","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403907_uploaded_image1_1594072972.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-492","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403902_uploaded_image1_1594072699.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-493","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403897_uploaded_image1_1594072584.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-494","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403881_uploaded_image1_1594072420.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-495","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403879_uploaded_image1_1594072340.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-496","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures hommes","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2403783_uploaded_image1_1594070206.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-497","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Air Adidas","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403616_uploaded_image1_1594067655.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-498","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Baskets Air Zoom","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403609_uploaded_image1_1594067552.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-499","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures Tik tik","4 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403598_uploaded_image1_1594067476.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-500","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures hommes","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401831_uploaded_image1_1594047272.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-501","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures en cuir - marron et noir","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401510_uploaded_image1_1594043856.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-502","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401156_uploaded_image1_1594039890.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-503","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Sandales homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401148_uploaded_image1_1594039804.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545839-504","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","Chaussures homme","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401142_uploaded_image1_1594039715.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=113"
"1751545848-505","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Nike 270","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428378_uploaded_image1_1594503088.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-506","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Nike","23 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428374_uploaded_image1_1594503039.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-507","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales homme","4 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2428346_uploaded_image1_1594502088.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-508","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Nike AF","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428308_uploaded_image1_1594500905.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-509","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Jordan One","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428305_uploaded_image1_1594500865.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-510","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Adidas","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428303_uploaded_image1_1594500805.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-511","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428302_uploaded_image1_1594500768.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-512","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Nike AF","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2428299_uploaded_image1_1594500710.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-513","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Chaussures Vans old school","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427499_uploaded_image1_1594480857.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-514","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Adidas Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427490_uploaded_image1_1594480676.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-515","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Tennis Adidas Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427481_uploaded_image1_1594480556.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-516","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Adidas Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427473_uploaded_image1_1594480391.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-517","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Chaussures Wallabees","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427468_uploaded_image1_1594480260.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-518","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Jordan One","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427459_uploaded_image1_1594480065.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-519","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Travis Scott","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427449_uploaded_image1_1594479815.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-520","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Chaussures Jordan One","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2427386_uploaded_image1_1594478744.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-521","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets","12 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2427284_uploaded_image1_1594476878.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-522","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2426048_uploaded_image1_1594459374.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-523","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales 270","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2426047_uploaded_image1_1594459331.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-524","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Puma","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2426043_uploaded_image1_1594459283.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-525","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Chaussures Puma","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2426042_uploaded_image1_1594459258.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-526","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales Homme","100 009CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425723_uploaded_image1_1594453915.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-527","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales Homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425719_uploaded_image1_1594453877.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-528","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales en cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425718_uploaded_image1_1594453800.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-529","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales cuirs","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425712_uploaded_image1_1594453663.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-530","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425691_uploaded_image1_1594453237.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-531","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Sandales Nike","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2425684_uploaded_image1_1594453191.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-532","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2425587_uploaded_image1_1594450800.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-533","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Chaussures","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2425567_uploaded_image1_1594450479.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
"1751545848-534","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","Baskets Nike Air Jordan","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2425460_uploaded_image1_1594445764.jpg","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-homme?page=112"
