web-scraper-order,web-scraper-start-url,V1_type_chaussures,V2_prix,V3_adresse,V4_image_lien-src,Pagination,Pagination-href
"1751543903-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Baskets","15 000CFA","Sénégal","https://images.coinafrique.com/thumb_894226_uploaded_image1_1567186853.35.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","8 000CFA","Sénégal","https://images.coinafrique.com/thumb_894185_uploaded_image1_1567186147.73.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_892623_uploaded_image1_1567161532.45.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_892617_uploaded_image1_1567161496.62.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_892611_uploaded_image1_1567161455.24.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_892593_uploaded_image1_1567161453.51.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures pour enfant","13 000CFA","Sénégal","https://images.coinafrique.com/thumb_884530_uploaded_image1_1566983419.29.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_878809_uploaded_image1_1566841399.24.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Sénégal","https://images.coinafrique.com/thumb_878800_uploaded_image1_1566841283.51.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Ensemble talon","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_854221_uploaded_image1_1566227990.03.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_848875_uploaded_image1_1566050610.48.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Mocassins Enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_838292_uploaded_image1_1565733704.96.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_838285_uploaded_image1_1565733521.41.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_825843_uploaded_image1_1565308869.98.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_824543_uploaded_image1_1565279780.97.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813318_uploaded_image1_1565013222.75.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813303_uploaded_image1_1565013123.95.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813299_uploaded_image1_1565012935.88.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813287_uploaded_image1_1565012771.79.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813282_uploaded_image1_1565012680.37.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813272_uploaded_image1_1565012560.04.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813239_uploaded_image1_1565012155.7.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813230_uploaded_image1_1565011989.51.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813228_uploaded_image1_1565011936.11.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813226_uploaded_image1_1565011851.3.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813222_uploaded_image1_1565011799.02.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813213_uploaded_image1_1565011607.36.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813210_uploaded_image1_1565011527.31.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813206_uploaded_image1_1565011464.28.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813203_uploaded_image1_1565011424.68.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_813196_uploaded_image1_1565011238.23.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_811210_uploaded_image1_1564948595.79.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons rasés","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures talons fillette","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons fillette","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801320_uploaded_image1_1564654471.2.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799556_uploaded_image1_1564591363.49.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799181_uploaded_image1_1564584908.27.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796883_uploaded_image1_1564515565.66.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796881_uploaded_image1_1564515527.51.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_796879_uploaded_image1_1564515493.31.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","4 000CFA","Sénégal","https://images.coinafrique.com/thumb_792468_uploaded_image1_1564410485.85.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792099_uploaded_image1_1564403460.51.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792044_uploaded_image1_1564402826.19.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792041_uploaded_image1_1564402795.9.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_792038_uploaded_image1_1564402766.76.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_781661_uploaded_image1_1564075024.17.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543903-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7"
"1751543907-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1612532_uploaded_image1_1581098455.63.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607931_uploaded_image1_1581037601.04.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581553_uploaded_image1_1580655629.12.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581551_uploaded_image1_1580655582.93.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581547_uploaded_image1_1580655536.54.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581543_uploaded_image1_1580655480.41.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","5 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1581540_uploaded_image1_1580655426.76.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baskets Jordan 6","40 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baskets Jordan","40 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566225_uploaded_image2_1580390769.12.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Sandales pour enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565794_uploaded_image1_1580386215.45.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1413364_uploaded_image1_1577802616.96.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1409266_uploaded_image1_1577711646.42.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1388690_uploaded_image1_1577283660.0.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures anti-dérapantes","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1381082_uploaded_image1_1577115739.61.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour fille","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1369049_uploaded_image1_1576856907.85.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Coffrets pour enfants","6 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1357961_uploaded_image1_1576667812.04.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes pour fille","9 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1352820_uploaded_image1_1576580373.29.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1273021_uploaded_image2_1575074492.39.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures classe","7 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1271193_uploaded_image1_1575044622.08.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1261223_uploaded_image1_1574870941.9.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1257492_uploaded_image1_1574803246.81.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Claquettes enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1243853_uploaded_image1_1574535955.25.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1215779_uploaded_image1_1574081577.15.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1183496_uploaded_image1_1573475198.52.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","3 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1131220_uploaded_image1_1572433036.53.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1107988_uploaded_image1_1571960612.66.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures Enfants","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1088264_uploaded_image1_1571609033.03.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061846_uploaded_image1_1571051734.07.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins Enfant","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1056625_uploaded_image1_1570898469.33.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","12 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1048681_uploaded_image1_1570725349.01.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Mocassins enfant","4 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1025460_uploaded_image1_1570221546.08.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997837_uploaded_image1_1569622630.58.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_997786_uploaded_image1_1569621938.2.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_991150_uploaded_image1_1569498881.69.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures garçons","3 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989602_uploaded_image1_1569455878.5.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures filles","3 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989597_uploaded_image1_1569455797.26.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures petite fille","3 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989571_uploaded_image1_1569455169.87.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures petit  garçon","2 500CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989555_uploaded_image1_1569454732.88.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures originales","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_971817_uploaded_image1_1569079950.62.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_971814_uploaded_image1_1569079860.47.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures de qualité","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_963710_uploaded_image1_1568898631.18.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
"1751543907-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_961311_uploaded_image1_1568849341.17.png","chevron_leftprécédent","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6"
